case_id,program,config,activity,timestamp,seq,duration_ms,changed,ops_before,depth_before,gates_1q_before,gates_2q_before,gate_types_before,qubits_before,clbits_before,ops_after,depth_after,gates_1q_after,gates_2q_after,gate_types_after,qubits_after,clbits_after,d_ops,d_depth,d_gates_1q,d_gates_2q,mem_peak_kb
ghz_L0_none,ghz,level0_none,ContainsInstruction,2026-08-29T17:11:16.079128,0,0.0176,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,101.16
ghz_L0_none,ghz,level0_none,UnitarySynthesis,2026-08-29T17:11:16.079236,1,0.011,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_none,ghz,level0_none,HighLevelSynthesis,2026-08-29T17:11:16.079287,2,0.0105,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_none,ghz,level0_none,BasisTranslator,2026-08-29T17:11:16.080423,3,1.009,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_none,ghz,level0_none,ContainsInstruction,2026-08-29T17:11:16.080600,4,0.0217,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,ContainsInstruction,2026-08-29T17:11:16.088638,0,0.0153,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,99.2
ghz_L0_linear,ghz,level0_linear,UnitarySynthesis,2026-08-29T17:11:16.088712,1,0.0093,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,HighLevelSynthesis,2026-08-29T17:11:16.088752,2,0.0074,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,BasisTranslator,2026-08-29T17:11:16.088805,3,0.0238,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,SetLayout,2026-08-29T17:11:16.088839,4,0.0067,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,TrivialLayout,2026-08-29T17:11:16.088938,5,0.0677,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,FullAncillaAllocation,2026-08-29T17:11:16.088990,6,0.0246,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,EnlargeWithAncilla,2026-08-29T17:11:16.089051,7,0.0353,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,ApplyLayout,2026-08-29T17:11:16.089558,8,0.4728,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,CheckMap,2026-08-29T17:11:16.089610,9,0.015,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,FilterOpNodes,2026-08-29T17:11:16.089654,10,0.0153,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,UnitarySynthesis,2026-08-29T17:11:16.089691,11,0.0055,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,HighLevelSynthesis,2026-08-29T17:11:16.089724,12,0.0064,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,BasisTranslator,2026-08-29T17:11:16.089891,13,0.1364,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,CheckGateDirection,2026-08-29T17:11:16.090028,14,0.0877,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_linear,ghz,level0_linear,ContainsInstruction,2026-08-29T17:11:16.090066,15,0.0072,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,ContainsInstruction,2026-08-29T17:11:16.093806,0,0.0122,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,30.29
ghz_L0_ring,ghz,level0_ring,UnitarySynthesis,2026-08-29T17:11:16.093873,1,0.0074,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,HighLevelSynthesis,2026-08-29T17:11:16.093909,2,0.006,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,BasisTranslator,2026-08-29T17:11:16.093955,3,0.02,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,SetLayout,2026-08-29T17:11:16.093988,4,0.005,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,TrivialLayout,2026-08-29T17:11:16.094080,5,0.0639,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,FullAncillaAllocation,2026-08-29T17:11:16.094123,6,0.0155,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,EnlargeWithAncilla,2026-08-29T17:11:16.094161,7,0.0107,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,ApplyLayout,2026-08-29T17:11:16.094260,8,0.0699,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,CheckMap,2026-08-29T17:11:16.094302,9,0.0126,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,FilterOpNodes,2026-08-29T17:11:16.094342,10,0.0119,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,UnitarySynthesis,2026-08-29T17:11:16.094402,11,0.005,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,HighLevelSynthesis,2026-08-29T17:11:16.094437,12,0.0062,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,BasisTranslator,2026-08-29T17:11:16.094600,13,0.1338,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,CheckGateDirection,2026-08-29T17:11:16.094638,14,0.0083,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L0_ring,ghz,level0_ring,ContainsInstruction,2026-08-29T17:11:16.094672,15,0.0067,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,ContainsInstruction,2026-08-29T17:11:16.099338,0,0.0172,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,159.18
ghz_L1_none,ghz,level1_none,InverseCancellation,2026-08-29T17:11:16.099428,1,0.0169,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.099471,2,0.0067,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,UnitarySynthesis,2026-08-29T17:11:16.099507,3,0.0083,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,HighLevelSynthesis,2026-08-29T17:11:16.099545,4,0.0107,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,BasisTranslator,2026-08-29T17:11:16.099720,5,0.1454,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,Size,2026-08-29T17:11:16.099757,6,0.0064,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,Depth,2026-08-29T17:11:16.099785,7,0.005,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,FixedPoint,2026-08-29T17:11:16.099824,8,0.0155,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,FixedPoint,2026-08-29T17:11:16.099857,9,0.0052,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,Optimize1qGatesDecomposition,2026-08-29T17:11:16.101472,10,1.5223,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,InverseCancellation,2026-08-29T17:11:16.101571,11,0.0162,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.101606,12,0.0052,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,GatesInBasis,2026-08-29T17:11:16.101645,13,0.0091,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,Size,2026-08-29T17:11:16.101692,14,0.0072,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,Depth,2026-08-29T17:11:16.101721,15,0.0052,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,FixedPoint,2026-08-29T17:11:16.101757,16,0.0126,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,FixedPoint,2026-08-29T17:11:16.101787,17,0.005,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_none,ghz,level1_none,ContainsInstruction,2026-08-29T17:11:16.101827,18,0.0083,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,ContainsInstruction,2026-08-29T17:11:16.107555,0,0.0122,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,52.19
ghz_L1_linear,ghz,level1_linear,UnitarySynthesis,2026-08-29T17:11:16.107621,1,0.0079,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,HighLevelSynthesis,2026-08-29T17:11:16.107660,2,0.0067,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,BasisTranslator,2026-08-29T17:11:16.107711,3,0.0229,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,InverseCancellation,2026-08-29T17:11:16.107749,4,0.0126,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.107781,5,0.0048,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,SetLayout,2026-08-29T17:11:16.107813,6,0.0052,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,TrivialLayout,2026-08-29T17:11:16.107899,7,0.0575,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,CheckMap,2026-08-29T17:11:16.107939,8,0.0138,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,FullAncillaAllocation,2026-08-29T17:11:16.108033,9,0.0255,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,EnlargeWithAncilla,2026-08-29T17:11:16.108073,10,0.0107,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,ApplyLayout,2026-08-29T17:11:16.108185,11,0.0756,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,CheckMap,2026-08-29T17:11:16.108224,12,0.0081,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,FilterOpNodes,2026-08-29T17:11:16.108269,13,0.0119,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,UnitarySynthesis,2026-08-29T17:11:16.108302,14,0.0057,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,HighLevelSynthesis,2026-08-29T17:11:16.108333,15,0.0064,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,BasisTranslator,2026-08-29T17:11:16.108488,16,0.128,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,CheckGateDirection,2026-08-29T17:11:16.108526,17,0.0086,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,Size,2026-08-29T17:11:16.108558,18,0.0055,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,Depth,2026-08-29T17:11:16.108584,19,0.005,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,FixedPoint,2026-08-29T17:11:16.108621,20,0.0103,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,FixedPoint,2026-08-29T17:11:16.108649,21,0.0045,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,Optimize1qGatesDecomposition,2026-08-29T17:11:16.108709,22,0.0279,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,InverseCancellation,2026-08-29T17:11:16.108774,23,0.0086,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.108808,24,0.0041,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,GatesInBasis,2026-08-29T17:11:16.108840,25,0.006,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,Size,2026-08-29T17:11:16.108869,26,0.0038,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,Depth,2026-08-29T17:11:16.108897,27,0.0036,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,FixedPoint,2026-08-29T17:11:16.108925,28,0.006,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,FixedPoint,2026-08-29T17:11:16.108950,29,0.005,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_linear,ghz,level1_linear,ContainsInstruction,2026-08-29T17:11:16.108980,30,0.0057,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,ContainsInstruction,2026-08-29T17:11:16.114034,0,0.0138,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,49.41
ghz_L1_ring,ghz,level1_ring,UnitarySynthesis,2026-08-29T17:11:16.114102,1,0.0074,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,HighLevelSynthesis,2026-08-29T17:11:16.114142,2,0.0076,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,BasisTranslator,2026-08-29T17:11:16.114192,3,0.0224,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,InverseCancellation,2026-08-29T17:11:16.114233,4,0.0134,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.114264,5,0.0048,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,SetLayout,2026-08-29T17:11:16.114296,6,0.0055,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,TrivialLayout,2026-08-29T17:11:16.114385,7,0.0598,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,CheckMap,2026-08-29T17:11:16.114425,8,0.0138,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,FullAncillaAllocation,2026-08-29T17:11:16.114481,9,0.0188,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,EnlargeWithAncilla,2026-08-29T17:11:16.114526,10,0.01,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,ApplyLayout,2026-08-29T17:11:16.114626,11,0.0694,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,CheckMap,2026-08-29T17:11:16.114669,12,0.0083,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,FilterOpNodes,2026-08-29T17:11:16.114713,13,0.0107,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,UnitarySynthesis,2026-08-29T17:11:16.114745,14,0.0045,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,HighLevelSynthesis,2026-08-29T17:11:16.114779,15,0.0055,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,BasisTranslator,2026-08-29T17:11:16.114940,16,0.1321,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,CheckGateDirection,2026-08-29T17:11:16.114979,17,0.0086,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,Size,2026-08-29T17:11:16.115027,18,0.0057,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,Depth,2026-08-29T17:11:16.115054,19,0.0041,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,FixedPoint,2026-08-29T17:11:16.115088,20,0.0105,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,FixedPoint,2026-08-29T17:11:16.115119,21,0.006,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,Optimize1qGatesDecomposition,2026-08-29T17:11:16.115190,22,0.0381,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,InverseCancellation,2026-08-29T17:11:16.115228,23,0.0076,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.115262,24,0.0041,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,GatesInBasis,2026-08-29T17:11:16.115293,25,0.006,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,Size,2026-08-29T17:11:16.115322,26,0.0033,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,Depth,2026-08-29T17:11:16.115347,27,0.0033,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,FixedPoint,2026-08-29T17:11:16.115378,28,0.0057,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,FixedPoint,2026-08-29T17:11:16.115404,29,0.0048,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L1_ring,ghz,level1_ring,ContainsInstruction,2026-08-29T17:11:16.115435,30,0.0057,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,ContainsInstruction,2026-08-29T17:11:16.123355,0,0.0148,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,103.98
ghz_L2_none,ghz,level2_none,UnitarySynthesis,2026-08-29T17:11:16.123439,1,0.0091,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,HighLevelSynthesis,2026-08-29T17:11:16.123478,2,0.0081,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,BasisTranslator,2026-08-29T17:11:16.123529,3,0.0215,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,ElidePermutations,2026-08-29T17:11:16.123568,4,0.0129,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,RemoveDiagonalGatesBeforeMeasure,2026-08-29T17:11:16.123603,5,0.0079,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,RemoveIdentityEquivalent,2026-08-29T17:11:16.123839,6,0.1647,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,InverseCancellation,2026-08-29T17:11:16.123967,7,0.0269,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.124077,8,0.0105,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,CommutativeCancellation,2026-08-29T17:11:16.124539,9,0.3741,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,ConsolidateBlocks,2026-08-29T17:11:16.125047,10,0.4346,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,Split2QUnitaries,2026-08-29T17:11:16.125094,11,0.0072,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,UnitarySynthesis,2026-08-29T17:11:16.125129,12,0.0072,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,HighLevelSynthesis,2026-08-29T17:11:16.125163,13,0.0079,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,BasisTranslator,2026-08-29T17:11:16.125322,14,0.1276,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,TwoQubitPeepholeOptimization,2026-08-29T17:11:16.125807,15,0.4411,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,Size,2026-08-29T17:11:16.125868,16,0.0079,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,Depth,2026-08-29T17:11:16.125904,17,0.0117,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,FixedPoint,2026-08-29T17:11:16.125943,18,0.0153,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,FixedPoint,2026-08-29T17:11:16.125972,19,0.005,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,RemoveIdentityEquivalent,2026-08-29T17:11:16.126031,20,0.0083,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,Optimize1qGatesDecomposition,2026-08-29T17:11:16.126090,21,0.0241,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,CommutativeCancellation,2026-08-29T17:11:16.126168,22,0.0484,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,ContractIdleWiresInControlFlow,2026-08-29T17:11:16.126203,23,0.0043,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,GatesInBasis,2026-08-29T17:11:16.126240,24,0.0069,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,Size,2026-08-29T17:11:16.126273,25,0.0038,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,Depth,2026-08-29T17:11:16.126308,26,0.0041,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,FixedPoint,2026-08-29T17:11:16.126340,27,0.0067,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,FixedPoint,2026-08-29T17:11:16.126365,28,0.0045,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_none,ghz,level2_none,ContainsInstruction,2026-08-29T17:11:16.126402,29,0.0076,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
ghz_L2_linear,ghz,level2_linear,ContainsInstruction,2026-08-29T17:11:16.132981,0,0.0124,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,60.4
ghz_L2_linear,ghz,level2_linear,UnitarySynthesis,2026-08-29T17:11:16.133068,1,0.0088,False,4,4,1,3,2,4,0,4,4,1,3,2,4,0,0,0,0,0,-1
